@relation training_set

@attribute branch-load-misses numeric
@attribute branch-loads numeric
@attribute L1-dcache-load-misses numeric
@attribute branch-store-misses numeric
@attribute branch-stores numeric
@attribute dTLB-load-misses numeric
@attribute dTLB-loads numeric
@attribute iTLB-load-misses numeric
@attribute iTLB-loads numeric
@attribute L1-dcache-loads numeric
@attribute L1-dcache-store-misses numeric
@attribute L1-dcache-stores numeric
@attribute L1-icache-load-misses numeric
@attribute L1-icache-loads numeric
@attribute branch-misses numeric
@attribute bus-cycles numeric
@attribute cache-misses numeric
@attribute cache-references numeric
@attribute cpu-cycles numeric
@attribute instructions numeric
@attribute label {malware,benign}

@data
2117876,45107477,3140980,79173,3936875,225179,22156251,36595,17432105,10914568,224309,10914568,115984,18255607,78184,67615764,280200,10993899,35268683,34191645,benign
2111018,44824446,3044123,82149,3895084,225808,21625545,22830,14725399,10960163,228241,10960163,129405,18492969,89051,74523356,329537,11775599,66483770,34359832,benign
2038380,44378483,3089272,84626,3961975,226416,21659901,23746,13515886,10379631,343414,10379631,123100,18408425,84439,66914894,288822,11000878,72072534,35911963,benign
2083048,45424551,3124305,133892,4338763,252168,12421809,24249,24914880,10993661,374069,10993661,167847,20067939,143663,69495569,293105,10999600,36215795,34135095,benign
2048583,44094009,3116860,79499,3883809,224824,21607360,21358,13285723,10373600,341684,10373600,118266,18338483,83276,37148422,349066,10389836,67622226,34144806,benign
2052301,45025969,3079939,88192,3978125,228692,13342033,43619,29614200,10998262,229478,10998262,104999,18317083,73828,68217882,279765,10995972,67609756,34282862,benign
2041007,44706598,3077343,75210,4175696,64767,21617704,21274,12990312,11916066,244729,11916066,128881,10517510,76644,66362351,278240,10960652,70795832,34281510,benign
2081437,45016598,3125397,78379,3934409,223582,12440155,24176,24995631,11001157,231034,11001157,118509,18314437,82290,66790170,282420,10985926,35975240,34131628,benign
2058413,45320101,3150035,77032,4177980,64505,21459870,21010,12740795,10368809,341848,10368809,116447,18264165,78860,35954073,347081,10379484,69503946,34296548,benign
2163355,46060299,3104144,79132,3936697,223198,21651446,21259,13268630,10359005,339330,10359005,120267,18305636,81414,34764142,346257,10377820,36932614,34174434,benign
2095102,45506436,3184649,78486,3938065,224075,21601857,21116,13296894,10363715,339929,10363715,133655,10505395,79399,64013490,279469,10936526,35623472,34126522,benign
2119255,45584006,3117896,70388,3913682,224399,12425308,24548,25516268,10939718,233129,10939718,133888,18557523,90216,67271075,282212,11006689,94452845,38992872,benign
2130905,45504967,3079469,73390,4172157,65246,12440008,24397,25203278,10381263,342396,10381263,125180,18334971,84455,35578068,348859,10409037,66762201,34149141,benign
2054899,44486891,3191223,79098,4187535,65231,12405685,29223,26352484,10968692,231945,10968692,121814,18334971,83006,83377540,352693,11938524,68478645,34144162,benign
2116189,44821705,3061000,80626,4140641,70097,12483034,28885,26813554,10943909,235866,10943909,126201,18519433,87677,38164754,355944,10451772,69880369,34353520,benign
2104864,44707131,3108228,121373,4523475,251354,12471698,25738,25701606,10351888,340197,10351888,115510,18265676,80545,69952672,291972,11027581,37176975,34098807,benign
2176060,46534060,3075850,85315,3987435,233128,12556228,29286,27195245,10967694,231294,10967694,157554,20770784,139935,63830106,280310,10930434,65349266,34264342,benign
2111712,44376379,3056477,70134,3906704,226941,12393153,27343,26232382,10900207,223165,10900207,120559,18325841,82346,37589681,353926,10481316,64556466,34120512,benign
2164231,46726604,3070059,73709,3878026,223837,12554008,25195,25987476,10335224,337866,10335224,123341,18311205,83204,34268238,342444,10377974,68421522,34209270,benign
2079279,44408016,3132698,90166,3927190,227326,13396271,31050,29287121,10942041,225882,10942041,122618,18350445,83533,67648513,288948,11013266,36365262,34132595,benign
2342116,48354972,3110589,78841,4185070,66309,21677720,20977,13008130,10364720,341506,10364720,117518,18288448,81215,35067232,346431,10368947,65766513,34147745,benign
2084792,44669454,3072860,80928,3930071,223432,21591858,21202,13003412,12139880,292128,12139880,144947,10872270,89567,66532331,277686,10981947,67735409,34172591,benign
2018024,43358011,3114880,81101,4188846,65646,21649304,21381,12829612,10920423,227111,10920423,132548,10500343,78199,71100201,299866,11334237,37825028,34320023,benign
2154585,45570005,3083584,103461,4115523,237164,12536390,27708,27150112,10926843,228918,10926843,121999,18362848,83052,35568051,347433,10376645,65101235,34188454,benign
2153652,46257393,3210447,81755,3940863,223538,21672815,22903,13349648,10395921,346128,10395921,131026,10444565,75943,68326585,282007,11003377,36432081,34188982,benign
2131557,44797311,3037706,78713,3883855,223277,21680322,21292,12590558,11026227,235333,11026227,143263,18986391,106988,69191510,286096,11023448,67058114,34156571,benign
2050496,44747253,3119044,73609,4164935,64230,12450301,23883,25269062,10368032,341033,10368032,117473,18249303,80269,39471280,360699,10709490,68525537,34438632,benign
2098798,44669918,3079586,77514,3939033,223265,12361246,25848,26140313,10347956,339517,10347956,130621,10476102,76379,35699441,347801,10403828,70175974,34334182,benign
2248183,47454160,3141872,105641,4360049,80466,12739376,35697,28303067,10890913,224093,10890913,134378,10510528,79232,67917447,279207,10963138,36863727,34130314,benign
6192210,56563250,3058814,11046124,144664116,4545420,339377345,2161011,305639371,225774973,5525927,224050225,19506357,424408083,12849583,1761901146,10925814,562127668,1226893974,871394239,benign
4723712,57893993,2964444,5665752,74667006,2142708,194551966,1317702,371512901,164151866,3849540,164423483,8386573,200578539,6643474,795403915,4095324,170103408,702133357,303231706,benign
3941015,27619985,2526635,3999705,28076617,2255914,58424950,1492833,470143710,55714581,2542426,55442964,5765471,175829817,5117898,809429778,2719352,59206679,798991412,172108659,benign
4419825,32698902,2903449,4292145,31354273,2720968,66547699,1846634,546361311,63591091,2889138,63701969,5251784,126539455,4055486,888397040,2966524,65517459,888951699,196897713,benign
1571537,8487386,1139033,1939277,11400087,1253709,29213014,782187,229560473,30753166,1652128,30642288,4541364,96443595,3383940,412882853,1685083,32638339,435591936,88804031,benign
4277,21650,2957,62141,222698,38668,570850,18025,4776954,477274,44549,477274,217255,2157520,133169,10215816,50894,580049,10672085,1890645,benign
8110,118540,7596,50480,246998,36485,519785,15711,4719342,496038,49887,496038,80437,1272979,55727,10308788,48220,522666,9905151,1186440,benign
16071,256294,13150,60015,389242,34077,905529,14343,4422982,708694,52227,712766,63159,886301,46158,11386070,53319,728552,13145253,6043706,benign
671,1808,594,44514,132570,31655,351586,14110,3801320,324104,39512,320032,98414,2408826,66188,7038891,41253,371107,7059121,1029545,benign
13559,45265,10603,11592,42864,7434,127697,5448,1724661,132209,13195,132209,11718,176066,8057,4587669,15273,194956,3288226,274595,benign
0,0,0,5314,16900,2949,46821,2182,791074,46075,4321,46075,36108,217207,19782,1404845,4107,41677,1209986,121354,benign
1180,3276,942,1186,3297,721,17266,654,384437,8513,990,8513,3274,49257,2304,667067,1204,11362,519658,12986,benign
934,2877,854,651,1745,409,6783,327,162109,4442,587,4442,1015,12515,701,279999,604,4838,343893,13412,benign
2105,12660,1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
346254,4040244,221707,70350,412004,65156,799677,38181,7550698,1364548,72907,1364548,87240,1976785,69954,23535971,92171,3206881,18118381,2304375,benign
652,1745,585,643,1821,418,4465,291,141233,4448,595,4448,1027,12490,701,2809455,13366,230541,461016,22307,benign
3605,19648,1606,379,1061,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
655,1741,564,652,1818,424,4439,295,98901,4455,612,4455,995,12442,694,301494,600,4817,202339,13009,benign
664,1753,557,669,1869,432,4603,289,146381,4443,602,4443,971,12414,725,308480,599,4829,354422,13395,benign
0,0,0,0,0,0,0,0,0,0,0,0,835,11308,575,0,0,0,0,0,benign
892,2724,808,651,1822,421,4458,304,75103,4458,594,4458,1538,19200,1046,198196,576,4822,181574,13003,benign
655,1748,568,662,1825,431,4413,302,184387,4441,611,4441,1002,12465,722,318515,602,4811,306153,13412,benign
716,1904,624,650,1827,411,6525,324,138864,4456,601,4456,1854,27315,1384,220987,598,4826,338385,12986,benign
3394,15983,2006,649,1821,422,4456,283,160144,4429,600,4429,952,12151,697,760582,1570,23725,331195,13395,benign
655,1746,557,660,1836,425,4464,315,158244,4452,594,4452,963,12084,688,355180,609,5133,211172,13411,benign
685,1800,581,652,1814,430,4606,307,192430,4451,610,4451,1498,19919,1045,311059,602,4958,308584,13404,benign
15071,120248,10813,17539,143395,8682,123811,2983,1274707,100284,8287,100284,12549,251945,10528,3866449,8118,100212,3609536,301910,benign
687,1844,610,697,1868,432,92985,1266,655795,66832,4630,66832,6247,115027,5033,1316323,3579,38563,88824238,31980762,benign
935,3012,876,662,1821,428,7407,298,127813,4458,592,4458,1499,18608,1014,208568,620,5010,21563231,3946549,benign
635,1746,564,633,1817,419,4291,291,165941,4456,617,4456,1676,21970,1112,313802,615,5132,302650,12941,benign
6817,154495,4514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
203854,2083901,131959,6765,161460,9095,419602,4970,334827,367576,5433,367576,13036,305489,6954,1264832,4915,360889,1360238,831168,benign
666,1817,585,633,1819,418,3036828,88713,11775743,4446,579,4446,994,12431,694,310070,590,4794,337996,13366,benign
652,1806,584,668,1819,417,6604,335,143279,4439,610,4439,1425,17873,922,290966,590,4951,319828,13032,benign
952,2941,881,673,1871,427,4433,284,177638,4598,618,4598,1719,27012,1248,270934,581,4831,330494,12950,benign
662,1811,580,655,1826,418,4311,288,112649,4454,612,4454,987,12469,705,285842,596,4951,272261,13394,benign
716,1961,617,626,1805,418,6676,310,168002,4445,587,4445,1169,18465,836,341596,899,8360,311153,12950,benign
699,1988,660,660,1822,427,4288,275,84461,4602,624,4602,1969,29715,1447,191278,584,4797,220317,12995,benign
3412,20239,1776,678,1870,430,4304,306,204936,4600,611,4600,1105,15007,785,263557,594,4810,322873,13404,benign
0,0,0,0,0,0,48463,175,41237,0,0,0,0,0,0,0,0,0,0,0,benign
657,1800,594,664,1824,421,4357,304,96565,4459,581,4459,969,12200,709,275771,571,4799,378328,13449,benign
992,3058,902,683,1872,420,4302,303,170757,4430,588,4430,1510,18748,1045,296033,619,5297,343533,12941,benign
3612,14574,2715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
649,1813,603,676,1824,418,4754,311,126008,4438,582,4438,1140,18352,825,158071,585,4801,182595,12995,benign
670,1817,598,643,1809,420,8052,498,203211,10694051,315056,10694051,1044,14409,779,281835,602,4807,338896,13349,benign
0,0,0,366169,5720058,323335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
705,1908,652,614,1823,423,4290,288,116251,4452,609,4452,1192,19428,865,274503,614,5258,326235,17620,benign
975,3030,917,684,1815,429,6689,341,204669,4775,644,4775,1040,13489,754,293579,557,4815,206690,13561,benign
674,1804,610,664,1823,427,4305,296,106990,4586,600,4586,1160,16065,798,341775,694,5532,190280,12986,benign
669,1814,596,670,1898,438,4599,318,123890,4921,685,4921,1073,14830,780,314317,618,5117,88809992,32318529,benign
70235781,699350068,9512454,64263284,634476185,4978103,2094234332,1262447,2066474694,1773146773,9138991,1773050321,13954720,1583495885,56953850,3852220790,9466542,1855749235,3866962893,4319340450,benign
55767542,1065957263,9661473,59848359,717768776,3555361,3125935462,35205,2408964932,2094423983,5845738,2094383961,1048769,2215871835,69289438,4396833937,7990360,2717249334,3719103127,4710947721,benign
38592634,1528577814,35288949,17051011,1229137107,23947156,3301686035,3144981,1998278863,3056614391,13427887,3056572142,8658686,2033300061,24445337,4933997342,26159442,3148599423,3621242774,7259230501,benign
49190878,1297660090,44660362,66667464,1842851744,42066384,2388092540,9910516,2405801913,2665195448,59930800,2665262222,57439011,2456712161,68648252,6803453280,57590925,2091731771,7981221996,8442652946,benign
23763809,501354164,14509003,25348721,541518055,15540468,936784533,3884874,759485002,936540554,24461215,936561053,21142968,726509887,25328034,2705026732,21165162,935868841,2943838070,2488048014,benign
57220466,990409593,44852351,33100314,729337318,26507910,1577038162,11558299,1528191624,1374943164,25977529,1375275804,42543822,1233186047,41326891,4102140768,33905556,1331195303,3857142364,3495236778,benign
1009516,8675510,432475,48064882,714609416,34113093,553370810,5375710,669629812,1035401528,31625042,1034863491,34267478,625296299,28548349,2169007995,13564815,556499366,3614859689,2673356791,benign
316679,1059112,222227,1909651,70005942,1531175,2863319,168663,31935567,14033401,469520,14033401,507281,7766693,394008,57464924,285923,2966324,89644607,39096592,benign
411674,1626036,270299,393752,1385825,257357,6362298,275652,51251033,3167302,296416,3167302,571562,9877188,453173,71657234,307479,3326205,55908412,10820874,benign
491855,2175898,306639,545819,3248891,283251,2354260,129533,26663990,5582350,385905,5582350,622822,13176166,639995,66415506,361906,6500680,69076395,16637879,benign
262434,812178,195627,304026,939705,209100,2687928,118988,23832809,2311252,233237,2311252,433102,6002108,323481,41562934,231515,2224458,43576039,6898871,benign
253239,778264,184381,306050,943490,210433,2028400,132383,24487272,2036802,222942,2036802,407122,5638347,297638,39798093,230484,2159592,39692396,6551691,benign
264955,820050,194980,291430,902700,206139,2092303,139628,25448980,1984738,219036,1992924,409311,5957212,308595,40704906,233245,2197746,39390471,6575570,benign
248815,770356,183638,285254,896063,202430,1849679,118375,21201585,2072210,225022,2064024,362445,5250841,273124,35601457,203389,1914011,38557002,6357389,benign
249953,767720,182524,261042,805706,176496,1745410,118033,21826240,1696879,187628,1712238,340407,4943852,258584,34935704,186398,1733298,34828139,5672795,benign
253800,781507,183648,246035,763741,171274,1966028,116795,23979100,1778111,186664,1762752,337126,4908553,256305,33545713,195724,1844859,32439288,5455813,benign
250158,770880,182432,254871,789817,172996,1725700,116542,20375503,1721613,185148,1721613,356828,5068588,267563,31947422,185980,1733023,33345036,5629014,benign
247027,763349,182183,252809,784227,173203,1688757,118155,20064217,1740910,190150,1740910,333743,4855751,253667,32227836,190826,1753411,30948344,5448855,benign
251579,773339,183778,256529,794405,176007,1702997,118184,20473262,1727999,185323,1727999,349807,5005321,262821,31842796,189379,1734492,31859361,5479792,benign
418423,2184222,293694,247559,771770,171018,4199027,170500,29322490,1765333,192761,1765333,333030,4788341,251976,47040633,297243,4180098,32013604,5510119,benign
284119,965135,210446,417519,2190639,269870,1908078,119339,23517637,4166148,295754,4166148,411028,9771301,431281,35187279,196913,1876325,49558140,13102184,benign
284584,877997,193553,314683,1161612,221302,2475835,137295,28409119,2570153,234807,2570153,427811,6365132,322526,47995396,230049,2608720,50907067,7709967,benign
250108,766088,184324,274159,889101,187895,1702703,114825,20243443,1718127,185967,1722093,337580,4807061,256019,30187138,182299,1663802,33771708,5599378,benign
245963,751169,180919,244464,754871,169691,1696083,117173,19867300,1664216,181443,1660250,341068,4822058,259813,31896644,187835,1741095,31197907,5398716,benign
247884,756315,181222,253782,780643,174583,1689275,116235,19937738,1705986,183222,1705986,339080,4794985,253360,30877059,181748,1690766,31604913,5338205,benign
257348,778769,181942,245245,756828,170989,1736663,116794,20972581,1702755,184813,1702755,329063,4693145,250096,31393024,187317,1732186,30856353,5328174,benign
259316,787447,184574,251524,774673,173584,1774242,116614,21233862,1727335,183449,1727335,381770,4870148,276142,32636884,185697,1758624,35844565,5769030,benign
245655,749697,179142,255299,784033,172040,1673827,114277,18788457,1683967,181175,1683967,356207,4849974,265229,31003884,185408,1708277,30343245,5285721,benign
250163,759996,180780,250590,777999,175050,1737509,117732,21091576,1716455,184670,1716455,328709,4765796,251955,30900695,184520,1696201,31477956,5469775,benign
245058,749272,177849,248353,761646,173391,1647964,115520,19254486,1722863,188921,1722863,336398,4731046,255154,32456455,187776,1748738,30268978,5266030,benign
259475,789877,184932,249218,766983,168882,1677334,115031,19672642,1708944,186728,1708944,328062,4697496,249932,30844435,182303,1682903,30299104,5306483,benign
249064,760728,182134,246708,763256,171820,1683586,114981,20551754,1773675,189034,1773675,342085,4909908,261011,31361869,188514,1739342,31516595,5409403,benign
731106,6700708,455370,254554,895033,184068,13003289,216743,39699433,1698062,185314,1698062,592928,20910461,722825,78535601,446026,11261386,42546542,5559203,benign
241550,738976,176516,717683,6352855,575118,2144167,141740,22689257,8094413,339115,8094413,349402,4986642,266226,32414764,190472,1757979,92253102,36651130,benign
78918,347360,60271,285401,1255990,216698,1582780,54776,11126819,2745102,179750,2745102,269057,4188707,218025,36292650,135147,1946921,43722930,7282669,benign
28224,78074,22503,25932,73147,16662,210702,12113,2664640,224670,26783,224670,36547,509278,28963,4404650,23952,193978,4873627,609154,benign
35712,107008,27542,42239,125171,26212,274294,17928,3762019,222633,24674,222633,66287,897676,51768,8004653,31590,299871,6173445,827037,benign
25351,70310,20514,37213,113207,23123,265434,11175,2778226,250596,29248,250596,44528,515433,32540,4227513,22691,183134,8667109,835205,benign
26944,74281,21943,27585,76084,16834,307860,10853,2780335,164703,20664,164703,36931,490311,28516,4460457,21996,178014,4946399,562063,benign
27483,76773,21900,26536,73257,16861,172040,10104,2134575,185292,23062,185292,33252,449171,25876,4405242,23986,196019,4408121,495368,benign
29931,80285,23681,26022,72547,16716,241443,11949,2731553,160827,21071,160827,39467,499168,29833,3935437,20604,168420,4263900,541879,benign
25387,69417,19586,26329,73005,16568,197062,10076,2484887,174265,22132,174265,33287,447118,25641,3928933,22366,185668,4006398,497400,benign
26158,71875,21146,25536,70862,16451,269463,11075,2598727,183516,23595,183516,36033,481673,27960,4201778,19584,167978,4192765,529411,benign
25504,69253,19371,26525,72740,16744,189394,10914,2392460,180685,22355,180685,35201,474505,27221,4294934,23149,181056,3894608,538872,benign
515304,9211531,398614,373609,11622768,100042,19566552,59018,30183181,15408096,404974,15408096,99798,16727259,383029,54205646,399566,21122189,161363683,47138531,benign
25499,69671,20134,26160,73103,16667,188923,10420,2415827,166535,21581,166535,34895,479718,27247,4394960,24700,197973,3908307,548047,benign
25736,70854,20616,26309,72418,15757,192004,10383,2142966,165199,21200,165199,38163,488964,28821,3712792,22376,180181,3964846,524392,benign
24335,66542,19264,25027,68769,15851,202588,11463,3159153,181224,22955,181224,37245,470278,28028,4097086,24009,187890,5013114,557256,benign
26171,71952,20896,26608,73498,16349,264057,10336,2609664,165474,21767,165474,36121,483593,27705,4791440,22785,190760,3886397,528557,benign
26079,71263,20669,25385,71234,16165,216283,11139,2506955,172048,22568,172048,46542,610534,33493,4247471,21288,168908,4074848,545227,benign
26723,73201,21263,26237,71992,16439,169872,10294,2092810,164591,20415,164591,35054,465744,26833,4235424,22481,181489,4305869,549889,benign
26543,72194,20994,27343,76038,17247,191343,11249,2419568,211558,25522,211558,43414,488599,31039,4331534,23221,180786,4205053,534880,benign
26380,71693,20786,32446,89880,18269,171557,10210,2250662,174277,22295,174277,37915,480405,28617,4063631,22994,180737,3860121,533552,benign
25911,70645,19814,26631,73115,16860,188536,9775,2489386,172366,22769,172366,33858,455758,26232,3701011,21278,169018,4686619,559440,benign
26408,72000,20986,27043,74933,17001,189628,11107,2479431,167310,21738,167310,35619,469782,27119,3836205,21407,169212,4096573,530515,benign
25989,72230,21030,28271,76495,16947,175371,9993,2631145,183966,23972,183966,37376,448341,27734,4205159,21800,170448,4568250,520526,benign
26838,72593,21210,26136,71973,15925,165439,10168,2112732,175242,22188,175242,41499,524812,31239,3757330,20767,164540,4372493,536089,benign
23870,66000,19150,27735,76306,17485,188314,10618,2390924,178436,22679,178436,33563,454484,26428,4266964,23328,184006,4066379,558658,benign
27583,75356,22011,24253,66483,15493,184337,10282,2762688,172462,22499,172462,40030,508603,30153,3601240,21185,167834,4307008,555697,benign
2533178,40025558,1070794,8340511,150597927,5145177,261666192,1067460,199482740,219180989,3422611,218914203,9869388,158336438,5657653,1236701474,6945032,440356475,1093424537,874413630,benign
3148468,47153636,1896992,8947066,280316854,7160588,736904090,3616495,675848895,683616383,9108836,682945378,9176536,306535726,6857048,1322647770,8455835,524219957,1215079803,1183748186,benign
1881106,20856732,1326513,10387960,315577097,7314072,385985513,1928494,496013683,656591947,6493265,656591947,12057918,516717232,8566798,1433196303,6873160,618570264,738731331,921142184,benign
1781753,20155683,1347724,2813750,148677405,1640597,785817780,2229224,595007453,562193570,4426009,562193570,13685217,645269655,10239476,920388860,4107770,458293124,1026478687,1740206128,benign
2071233,22613194,1437035,3255914,148971173,1687201,462299543,667496,431598105,438626750,2868702,439658506,2119427,524784027,3632787,619601102,2435511,334901985,1223645307,1758186837,benign
2178092,23053999,1189024,3001415,145910518,2327740,295502065,1055196,357251998,609276093,4260200,608244337,1956962,378959930,2495045,718716606,2773229,358476143,950913949,1102203727,benign
1889184,20887463,1285863,1654573,67044792,1399139,507928545,748657,434330324,550823826,3558739,552196701,2610581,378424288,3238249,638439204,2521162,255621700,908388882,965211760,benign
1820757,20152744,1298721,1370919,142322780,982429,349469183,475557,288263994,486572573,2656640,485199701,1699632,374981678,2015741,414357254,1270115,261355701,880960081,1298137614,benign
1875889,21461006,1312237,1033232,124858182,804204,496736015,600867,423014259,634631321,4010685,635964520,1284711,433624207,1800775,570076421,1838790,360539207,1167626238,1859118926,benign
1966332,21524182,1297845,2271872,154119121,1350438,236859557,414704,218742666,420782977,2371656,419449778,1541426,423214453,2384746,490440610,1737972,273345405,891414131,1285816626,benign
1885600,21061023,1296218,1782007,140719824,1560076,338789152,633075,297702150,517090571,2806307,517090571,1618484,339118288,2055275,652160259,2429794,377981307,744512765,676340617,benign
1696637,19256894,1329368,1640045,91147283,1252882,299703520,497916,276284801,345151037,1764064,345151037,1727064,387676426,2232413,629575516,1977033,364557558,996763950,1257038034,benign
1760023,19524994,1348815,1554204,138030918,1076696,419594336,540102,342888249,381440655,2344959,383863392,1851564,510193300,2711249,720580594,2656588,405769477,962729302,1356555180,benign
1799016,20091862,1344015,2341052,139254088,1356734,519815951,556945,421083568,162650420,791371,160227687,553973,159936509,763783,673568009,2462224,352631193,747415958,782966624,benign
1985507,21744096,1350554,1315267,127101750,1134104,366730215,655965,334214733,2263835,100414,2263835,1234376,352573753,1734119,877956607,2834732,496921856,806626734,1109094202,benign
1874906,20260079,1255064,2415607,154085757,1800758,358361994,774074,334548874,14560235,628555,14560235,822091,328898370,1164720,942906206,3427472,540275461,1240583276,1497866187,benign
1771203,19888086,1328156,1214357,141423517,771547,209404146,323563,172652662,26904,951,26904,1621705,264491169,1981563,577968201,1848464,335094885,1133063538,1762238711,benign
1943487,20489060,1324811,1515222,137037780,906868,414461,13008,4122629,409790,20526,409790,1133872,296388757,1500040,343360938,1121596,203405125,534201826,1081594468,benign
1865520,21161536,1307816,1084883,87979648,710470,11755,526,162568,14736,1046,14736,195330,10456184,252744,24426658,116777,5126237,331236472,638229513,benign
1765492,19662810,1299885,192232,2587029,83735,24589,1367,435465,27245,2478,27245,3864,62220,2738,1564934,3832,46951,62956270,32178738,benign
1818761,20394486,1323688,217041,1613398,276203,3487584,114821,18150434,3625841,135270,3625841,924,23125,743,33085179,136320,3753905,36354998,12460708,benign
1832446,20473809,1336237,690,4972,1059,10244,508,137714,12390,856,12390,258122,8613792,228468,1212562,2618,35062,1521143,284811,benign
1917037,21289462,1278378,903,5581,1224,10245,508,135277,10133,669,10133,896,22619,730,48425011,349346,20414544,857728,278468,benign
1894215,20403811,1282310,1350,7450,1394,15809,780,402545,21772,1842,21772,1291,28121,984,1336841,2584,42234,1926291,289486,benign
1917166,21652127,1271481,3214,13191,3051,24833,1425,489377,26444,2349,26444,4712,77764,3435,1497309,4586,59043,2330297,319638,benign
1802942,20597719,1344130,482833,4087355,501174,8361186,226412,35217742,8535061,429022,8535061,902,22824,725,58511010,402812,8507130,60474455,23785284,benign
1769206,20625993,1348112,1196,6774,1301,17827,844,267629,16562,1108,16562,494653,19172117,522507,1524063,3135,45316,79933198,81783392,benign
1680367,19456191,1346556,939,5692,1211,10388,510,118702,13137,930,13137,1613,35860,1251,974645,2303,37919,1566868,278214,benign
1766437,20150862,1327458,1503,7272,1609,16358,962,333499,17857,1556,17857,2176,38563,1563,1675689,4295,53347,1605716,295420,benign
1936677,21209217,1291628,5802,21296,4524,42154,2304,812853,45331,4678,45331,6866,104598,4902,1992348,5623,68562,2744599,374325,benign
1798923,20020483,1329583,232807,1765548,263934,3884603,129754,22003575,2754670,125637,2754670,10714,148049,7430,40491500,173836,4546931,37440194,11144170,benign
1776302,19485872,1303009,718,5032,1056,10239,516,123161,9954,624,9954,240604,6548643,202500,1235200,2763,41451,1528879,279311,benign
2176099,23072910,1157188,1230,6769,1284,14725,709,230788,14123,907,14123,916,22812,712,40510933,303729,18504874,12654020,1988776,benign
2170795,22817820,1183159,855,5537,1188,10266,498,129413,10003,637,10003,1737,36689,1343,691779,2387,38073,3663903,684855,benign
1733351,19494865,1360419,2770,11499,2572,26779,1499,546269,23767,2141,23767,3823,63207,2773,1774748,4174,55486,1706505,327854,benign
1820004,20506750,1297985,168647,1262734,207462,2728671,92294,15979932,2722296,122911,2722296,1153,25750,885,31467731,130910,3166251,29053914,8175677,benign
1701641,19511284,1355721,1056,6040,1268,13111,625,198932,15093,1013,15093,243910,6605173,204598,1178038,3509,46533,113821713,94195690,benign
1904488,21530559,1320970,646,4976,1067,10399,508,155974,17809,1261,17809,1581,32344,1178,1033454,2290,37974,6821775,1240687,benign
1819942,20726665,1318710,1410,7418,1440,14561,726,224726,16374,1152,16374,926,23265,759,1305823,2830,43922,1535708,336444,benign
1707870,19723612,1347282,3061,12581,2539,25248,1483,484492,33749,2888,33749,4660,77301,3394,1383393,4232,56019,2090862,345609,benign
1735300,19509872,1342624,197169,1299358,210250,2739106,92331,16714959,2750334,125336,2750334,1275,28082,946,33198228,147630,3485557,28991777,8149851,benign
1933153,21494199,1312075,1238,6758,1296,14549,736,209025,18595,993,18595,243622,6678430,205098,1426156,3434,47613,1550856,317091,benign
1827821,20724548,1318558,673,4903,1057,13503,533,167344,12425,790,12425,1628,35981,1292,51925444,409121,21078547,1263009,300125,benign
1796900,19803655,1301190,861,5407,1172,13356,520,169751,11492,801,11492,906,22841,736,830282,2551,39556,1170296,303209,benign
1935126,21308490,1265228,319063,5618774,291153,10343037,7981,24870683,10465984,294165,10465984,55743,21528242,324866,98299350,295062,10664685,88023976,28759922,benign
2270545,25133280,1152192,251887,1762562,244965,3630111,110596,21237731,3876717,184929,3876717,1618,35775,1290,36201107,177229,4003260,33959284,10038734,benign
1806290,20239618,1324591,675,4904,1053,14486,581,202415,12550,982,12550,283272,8543264,257994,1306841,2868,43139,72569050,70702504,benign
1774718,20159439,1295341,1208,6801,1319,18084,731,243200,16922,1119,16922,896,22706,724,1374935,3392,50567,1644079,298547,benign
1690699,19167417,1359686,701,4949,1060,10237,504,153647,12684,838,12684,1630,35916,1323,713165,2355,38350,1423425,278159,benign
1987015,22260607,1284307,2788,11015,2444,25070,1468,454555,37222,3048,37222,3915,64539,2828,1637148,4225,58273,1812903,325280,benign
2089703,22369814,1206493,192080,1317149,206377,2968788,98618,18116091,2630326,117829,2630326,903,22887,742,28724156,126121,3047462,27386830,7853711,benign
1821983,19692291,1284005,691,4983,1059,10239,506,139606,15479,1052,15479,261262,7232370,224825,978473,2755,40666,1264248,276935,benign
1919149,21191992,1250371,653,4906,1057,11523,536,113884,11017,800,11017,1252,28314,925,71123315,620503,23789462,1201631,282984,benign
1794632,21168738,1355510,1219,6691,1293,14600,724,144342,14423,940,14423,889,22904,736,1476110,3619,51158,1810642,304706,benign
1834612,20380033,1304972,3509,13567,2840,24409,1450,507837,28851,2614,28851,4650,76993,3368,1821352,4130,56814,2176751,327295,benign
1762635,20016373,1324652,246313,1633238,234445,3004789,97309,18409011,2980201,136062,2980201,954,23105,754,34059626,147721,3493583,32632317,8853472,benign
1890365,20895724,1255232,1513,7617,1438,16357,775,274053,18396,1346,18396,262981,7282590,228150,1368341,3334,49585,61046179,63700190,benign
1866654,20575911,1327276,700,4955,1050,11573,538,212489,11117,858,11117,2454,46977,1833,910391,2531,39613,1503105,293557,benign
