@relation training_set

@attribute branch-load-misses numeric
@attribute branch-loads numeric
@attribute L1-dcache-load-misses numeric
@attribute branch-store-misses numeric
@attribute branch-stores numeric
@attribute dTLB-load-misses numeric
@attribute dTLB-loads numeric
@attribute iTLB-load-misses numeric
@attribute iTLB-loads numeric
@attribute L1-dcache-loads numeric
@attribute L1-dcache-store-misses numeric
@attribute L1-dcache-stores numeric
@attribute L1-icache-load-misses numeric
@attribute L1-icache-loads numeric
@attribute branch-misses numeric
@attribute bus-cycles numeric
@attribute cache-misses numeric
@attribute cache-references numeric
@attribute cpu-cycles numeric
@attribute instructions numeric
@attribute label {malware,benign}

@data
643,4464,618,2573,10530,2318,31429,1569,524102,25144,2238,25144,3575,63268,2770,1045458,2870,32900,668723,73639,benign
656,4473,638,3134,12257,2740,28872,1493,389803,29837,2661,29837,3724,63877,2795,1020544,2631,30153,979084,87617,benign
654,4463,632,2799,11175,2572,25578,1418,398703,25646,2286,25646,3675,64018,2782,915876,2392,27680,780315,78440,benign
13035,46354,6684,1369119,14822959,1677655,28498561,762641,104059221,27962531,1107385,27962531,1124119,57049189,1202373,203244872,1085478,27800411,190981563,76730886,benign
697,4521,670,2697,10682,2376,28813,1517,409775,150647,9825,150647,90567,2034374,68965,1795215,6491,121156,2204959,385548,benign
663,4468,644,177114,1628578,77820,2903147,107686,19698989,2914525,112048,2914525,206181,6730418,168607,29532456,106621,2912595,33357851,7675421,benign
652,4470,633,2983,11769,2514,25018,1496,407310,25636,2261,25636,4217,71901,3219,3037104,10799,103600,1042073,73393,benign
670,4524,657,2659,10669,2332,25387,1462,434382,25188,2222,25188,3694,63564,2725,1128502,3597,40501,1036822,75467,benign
6738,153519,4740,2729,21144,13723,28982,1557,450044,27526,2594,27526,4242,75499,3305,892105,3382,37443,665733,78561,benign
622,4467,669,13602,125019,14160,322342,13496,1618199,329577,11666,329577,22604,712962,14554,4942459,11660,326346,4477921,920543,benign
658,4465,632,2913,11056,2387,33982,1639,432013,25478,2210,25478,3706,64247,2730,937787,2890,32911,936670,72726,benign
633,4475,641,2845,11516,2424,33030,1577,458263,25220,2284,25220,3735,63846,2814,603165,2499,30057,807957,76986,benign
654,4469,657,2310,10302,2313,28218,1521,332216,28640,2614,28640,4079,80437,3369,974044,3047,35388,618091,72325,benign
856,5059,889,5055,26045,3010,64893,1742,395519,55606,3636,55606,4028,68025,2986,1441461,4096,60600,1515464,149269,benign
700,4583,653,2729,11571,2431,33498,1641,539859,34642,2911,34642,7649,107942,5374,856190,2511,29790,800304,78767,benign
678,4521,652,2602,10468,2306,29941,1593,440626,28428,2552,28428,4715,81756,3558,948917,2641,30761,604386,74075,benign
650,4458,652,2963,12088,2578,29715,1559,363261,25648,2338,25648,3665,63061,2745,618172,2416,28146,939079,76173,benign
658,4469,644,2537,10508,2351,25677,1449,356265,25806,2355,25806,4542,75429,3284,670598,2742,32426,735128,72396,benign
4646,27141,3504,2996,11711,2650,27953,1526,359570,38793,3162,38793,4043,69767,2953,1057097,3700,40463,585846,72406,benign
661,4471,636,2637,10605,2407,25315,1496,375643,27779,2542,27779,3762,65004,2796,560613,2611,29939,653575,73696,benign
662,4511,640,2779,11516,2479,25994,1537,375273,25232,2242,25232,3592,62868,2670,750085,3273,38723,844654,76212,benign
660,4463,655,2615,10584,2345,24951,1457,346214,28262,2521,28262,4090,69023,2954,981201,2426,28189,820549,57402,benign
831,4998,841,3149,12281,2846,26287,1513,393245,20676,1760,20676,5440,91148,4003,687312,2536,29230,898716,89877,benign
695,4524,668,2706,11353,2566,27705,1524,388419,20020,1675,20020,3664,63497,2809,350615,1182,16185,729967,75371,benign
677,4521,665,2579,10342,2284,25162,1516,329361,24508,2150,24508,2627,48750,2219,805690,2941,34759,717301,83828,benign
661,4474,651,2502,10291,2285,27875,1543,415454,25042,2214,25042,2916,52293,2047,962547,2871,32679,842816,76473,benign
645,4471,623,2928,11439,2557,27652,1535,426042,25537,2322,25537,3724,64317,2789,830172,2383,27774,803560,82712,benign
828,4995,800,3059,11888,2648,26978,1572,412875,26058,2354,26058,4028,67434,2999,929746,3250,36944,577335,64847,benign
659,4476,623,2769,11110,2611,25409,1513,466905,25146,2268,25146,3745,64015,2819,950048,3405,38978,1138541,83162,benign
681,4529,621,2600,10722,2471,19705,1156,311335,25729,2269,25729,3721,64004,2703,1054688,2964,33252,1066018,76679,benign
662,4463,632,2517,10280,2266,25088,1535,376985,25454,2312,25454,3577,62983,2738,1085550,3897,53586,826450,78081,benign
659,4470,664,2481,10339,2338,24992,1508,417413,32369,2717,32369,4601,83164,3561,1073669,3266,34672,518544,60001,benign
839,4961,841,2780,10936,2469,28905,1573,458661,31765,3079,31765,4700,75046,3279,760323,3265,35599,824959,73423,benign
24606,77110,8705,25292005,413172143,12104858,1004434099,5296452,930914931,768258632,16370067,765540961,40823496,856816777,26681857,2948327672,18681776,844981044,2631781355,1936845618,benign
256649,14606254,357948,557986,32789920,371103,130719594,192058,83847659,62437570,837052,62440515,607858,50651984,700874,153933925,871461,63616713,145635316,148718730,benign
4500,14576,3592,64257,289262,47972,1808629,57742,12678992,865885,54652,862940,96500,1417155,65308,12369556,59554,962285,11945857,2525500,benign
16894,112293,10034,62665,442737,48050,4389802,94188,21956319,567894,47930,567894,100237,3122251,72914,14057641,53382,663463,14651733,4363361,benign
193073,3147376,140945,266749,3022258,169859,8286697,57797,19154937,4762501,215519,4762501,136341,11053015,274725,38851060,211295,5986445,58587005,13781451,benign
14802,55218,7537,103321,433829,74905,4757873,148509,26359020,926583,76038,926583,172668,2230834,113822,22098789,80935,1080463,19298803,2796181,benign
7313,58994,7399,49666,215275,49132,1502714,52264,10917643,533736,50123,533736,78628,1434233,55982,10510035,49365,555475,12484033,1739605,benign
4713,14814,3787,53959,179803,42800,3580259,151119,26035144,434758,45439,434758,84445,1276938,59788,9528887,47772,488367,8152345,1234686,benign
4823,15513,3895,48675,158341,39845,1264601,55079,11210474,398277,41941,398277,77000,1195521,54364,8702849,47136,484996,8286882,1258024,benign
12459,44398,9085,9706,53384,11023,2995701,128970,19792995,149706,10673,149706,18818,376660,14499,3824866,14439,190779,2907450,413523,benign
5161,16941,4064,34972,163818,28768,1229011,48889,13266864,375580,23787,375580,51309,861881,37112,7294970,22654,395292,13206672,1419000,benign
5266,16660,3990,8629,44937,9610,3026618,129021,19344584,96289,5558,96289,11369,249202,8396,2540878,6243,108881,2433985,311880,benign
4832,15555,3927,7374,41725,8810,953912,39888,7698877,102977,5388,102977,8859,237056,7423,1901605,5301,99989,2278960,310471,benign
4640,14818,3772,7399,41416,8918,6076265,191834,31215487,111330,6291,111330,9691,257869,7670,2143344,5341,99918,1785059,253342,benign
4695,14740,3582,7421,44619,9546,1556524,53784,12736263,107452,6032,107452,9789,251521,7705,2263604,6777,113698,2368874,303008,benign
4812,15354,3801,16845,75819,14808,7370476,185823,31897333,172500,11978,172500,21685,428541,16606,3563941,12661,192852,17948988,5147429,benign
5391,17094,4412,118776,930096,84501,788893,33483,6373677,1823094,103718,1823094,8625,237531,7063,16089060,104242,1833755,2128068,277859,benign
4465,14158,3549,6255,33398,7375,8883905,207077,38268151,81209,5187,81209,86242,3988020,117573,1890616,4974,80203,1993978,251423,benign
4590,14977,3755,5879,28191,6189,1027303,37870,9632369,79319,5684,79319,7802,184786,6256,2107829,5782,83954,1945043,229742,benign
5250,17375,4221,26988,146857,30524,2979050,125049,21486024,342582,21026,342582,34627,816881,27453,3140220,15279,415950,5449698,907263,benign
5652,18054,4440,26948,168341,11996,1687014,50618,10075139,380578,13936,380578,44143,498638,26629,3056291,13230,379314,3186645,800772,benign
4604,14626,3636,6641,31547,6174,2271447,99370,15868318,76398,5281,76398,9732,176124,7039,1610302,4947,76812,2191006,213219,benign
5620,17376,4296,6892,34555,5399,831794,31970,9003154,80177,5657,80177,9857,324497,6871,2386202,6329,90616,2153359,242210,benign
4956,16096,3904,36682,223860,22076,6555824,183839,31077147,448416,24089,448416,39835,727107,33457,7895586,25176,464952,7826036,1295966,benign
5560,17718,4500,6700,29046,5635,850463,30838,7536677,67413,5003,67413,8300,156444,6145,1858693,5068,65882,1465689,172749,benign
4593,14480,3608,7679,31229,6091,2065826,92927,16845706,64112,5039,64112,8331,155421,6151,1501360,4468,62264,1470588,167296,benign
4996,15298,3980,5581,23675,4943,756879,31474,6241656,63768,5099,63768,9581,173253,6898,1914263,6213,79337,1708655,182569,benign
4869,15591,3808,6344,27078,5362,2613714,106164,19646474,74343,5785,74343,8385,165769,6218,2141086,4950,64190,1315708,177482,benign
5342,19034,4396,7230,29524,6050,758462,31313,6625439,71214,5262,71214,9087,169357,6488,17828300,71702,2277763,1233923,161490,benign
20135,90726,12573,662862,10086439,733439,34422593,962785,121273764,15769169,424984,15769169,983132,44939623,976732,134894899,756191,30373687,130413152,51492250,benign
4670,14856,3635,18841,183382,9980,900478,34030,8715370,167966,11960,167966,24241,392520,17496,4650946,12350,176935,4448227,530841,benign
5518,17792,4256,107907,972631,119985,11167070,131351,23711421,1586786,73479,1586786,246741,5656570,165837,14873541,67086,4712364,12108673,6561924,benign
5176,17320,4388,6667,27776,5739,750520,30897,6553073,73474,5539,73474,8523,179375,6604,1953505,5398,70896,1808448,202249,benign
4706,15462,3690,5869,25296,5357,1913296,89870,16286792,65301,5029,65301,8588,180300,6625,1371116,4434,58878,1468585,173619,benign
16118,134152,13197,5663,24481,5052,739790,30353,6401447,66646,4992,66646,7177,139499,5546,1852057,4927,64215,1282393,159199,benign
4470,13877,3333,12471,182257,14160,2349155,95259,15578731,415144,9607,415144,20855,453071,12483,2957049,10729,435906,2783000,1012654,benign
4793,15596,3847,5043,23021,4475,753654,31163,6909965,69688,5157,69688,9075,164327,6610,1280853,4616,61085,1459075,179159,benign
4540,14394,3587,6337,27186,5705,1909332,90461,15043394,67323,5046,67323,7183,139957,5562,1413347,4926,64178,1359264,157037,benign
5147,16362,3890,5763,24513,5147,733323,30968,6602815,55662,4327,55662,8382,172665,6333,1970872,5234,68179,1749108,200000,benign
4580,14347,3524,9751,44688,6164,2107520,96075,18420400,97721,6366,97721,12453,211461,8829,2448159,6504,100466,2529779,349534,benign
4256,13553,3302,5875,25529,5041,739284,30834,6801081,56898,4401,56898,6334,125167,4587,1398144,4978,65094,1787543,232949,benign
4714,15031,3698,5658,24393,4983,1890719,90288,13733832,64835,5044,64835,8704,159086,6291,1603070,5070,66633,1832737,173497,benign
4903,15394,3900,5558,24125,4998,741343,30648,6728947,60528,4616,60528,8099,149742,6085,1242068,3545,51444,1210469,162490,benign
4079,12777,3123,6113,26385,5342,4384855,82556,18296416,70333,5533,70333,7723,145141,5868,1600175,5629,73451,1297123,176459,benign
4381,13259,3296,5252,23172,4770,14621984,31520,19078150,56103,4301,56103,9302,169194,6773,1627093,5907,76794,1760912,202772,benign
4422,13309,3294,10939,46806,8582,2278571,101782,19705872,97276,8028,97276,13875,257408,10365,3486479,8574,103982,2908114,263775,benign
5145,17777,3961,5117,23085,4811,752896,30821,6651997,55726,4239,55726,6245,125557,4835,1092710,4618,60134,1129523,159584,benign
4704,14651,3705,5658,24638,4998,1868821,86786,14805787,60743,4682,60743,10310,205687,7933,1846242,5806,75055,1687879,197941,benign
4810,14463,3624,6035,25682,5394,739994,30940,6820199,65945,4929,65945,9623,198802,7464,1261472,4680,61675,1018608,169516,benign
3922,12843,3133,6212,26541,5331,2245512,95607,17004428,58725,4624,58725,9907,195405,7483,1181400,5137,65270,1204114,147039,benign
4536,14563,3637,6136,25917,5423,738460,30976,5938021,55940,4308,55940,9980,164776,7179,1572988,4962,65376,1263756,177606,benign
4744,15107,3842,6483,27288,5503,1821501,85493,13827563,64097,5029,64097,7920,155226,6041,1746595,5614,70185,1421921,171060,benign
5673,18171,4232,5882,25656,5161,746903,31037,7285544,61529,4268,61529,7762,146739,5914,1208557,4628,62142,2131196,247086,benign
4622,15154,3752,5691,24472,4998,1817394,85638,13737745,55706,4217,55706,8458,156998,6146,2055546,5345,74175,1757777,175952,benign
4909,15770,3837,5416,23922,4846,855813,35373,8185983,61360,4774,68018,7985,149288,5953,1482162,4433,59345,1756550,193434,benign
4602,14872,3648,6322,26300,5411,2075275,69839,13511248,58188,3813,51530,7327,140578,5546,1895185,5474,75994,1865625,202429,benign
4495,15138,3720,5679,24556,5205,747542,30512,6729311,60601,4834,60601,8609,179809,6402,1812530,5559,73722,1674378,177408,benign
4597,14468,3591,5373,23556,4805,2337927,89236,14879889,77400,4227,77400,8144,153552,6029,1584179,4499,59392,1550032,156824,benign
4669,14679,3561,6176,26664,5374,738400,30971,6780733,60406,4756,60406,8606,159625,6245,1237455,4545,59626,1134441,158230,benign
1298643,17358020,552115,1699795,22579145,311603,41304702,186772,45516359,39814270,662629,39448325,2432262,35686735,1428192,229315476,890951,49900322,171511748,95795249,benign
1743187,19182270,1347701,2158065,27453057,4091238,50510311,671687,210032547,47628660,1260902,47628660,2083818,92655956,2234606,399549197,1376050,49503280,376012851,130652749,benign
941179,6898064,654221,1154720,7682671,1141740,16249041,460495,73083026,16886907,768725,16886907,1091930,29277010,916196,167551967,769507,17120188,168683477,44593929,benign
14445,128974,8250,11538,111299,6507,243391,1849,1396491,186512,9010,186512,19632,1106464,14063,4082477,7236,168345,3584386,2368280,benign
126015,2298090,109715,170080,2377282,162863,3572424,10756,11118281,3722322,179254,3722322,59958,7885514,170037,49189230,187644,3969677,45687980,10300441,benign
0,0,0,0,0,0,4667791,161009,14697160,100483334,3412259,100483334,2528472,107044121,2380445,0,0,0,0,0,benign
8781,53059,7110,2846280,46739938,1682904,103410739,1763103,197325318,144728,8344,144728,1013186,30691389,887011,399707728,3376140,95110387,385328779,245659907,benign
0,0,0,3526,19365,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
11974,53579,6970,0,0,0,345062,4073,1424577,0,0,0,20747,328592,13120,0,0,0,0,0,benign
10005,41210,7717,9962,41598,7980,163456,1923,389779,110773,5094,110773,18682,161085,10989,1615776,5638,124925,1583584,244147,benign
490,1421,335,10742,52570,4947,3876,258,149156,144513,7531,144513,2234,10524,1066,269412,374,4419,397174,18014,benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017154,364731,benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784089,13694,233125,0,0,benign
0,0,0,9951,50427,7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,benign
0,0,0,775,2393,390,4138,250,197795,4560,427,4560,906,13256,659,0,0,0,415002,20507,benign
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423014,423,4963,0,0,benign
0,0,0,138127,4349638,46825,5935426,4403,14355011,5929930,208859,5929930,36571,12109502,192403,62478644,206089,5929984,59531487,17227196,benign
39137154,900674223,34603407,25608993,732116225,22143199,1471175397,9807128,1133005604,1641794562,27778258,1641242016,47677582,1475339441,28074802,3230593997,28022567,1660538807,3038842569,3796187051,benign
18623423,390288911,14520793,3223931,34046745,2050841,344187523,3317028,525173759,791062170,18067345,792395365,16086142,365745497,10950307,1699175149,12279378,575625739,1791338653,1538464367,benign
1158214,7891779,817113,685475,2819909,477626,1519327172,9756881,1457690797,1777556799,46172021,1776304945,66587560,1862967146,52969177,4846915060,46395202,1743241724,5303544240,4987737906,benign
250420,911948,183232,1087250,4656831,708505,1105445053,7006829,1162136857,66734429,2800843,66653066,18916460,889230505,18450805,1045219504,8602644,360907094,478897263,239172083,benign
320501,2290102,247584,1150022,5351862,662000,19528471,335977,86419172,15602279,1040603,15605111,2327136,58245978,1650472,275112496,1121690,16154629,230658788,50184976,benign
240795,787204,172270,1524397,6479807,953090,2823869,133601,30465028,2009850,192721,2007018,414989,5055021,267921,44974631,251514,2934543,45178963,7234822,benign
232502,799892,173594,10282059,192085474,8861354,1942262,109888,22388291,1876083,194879,1876083,364800,5082083,241635,44650232,252645,2565704,46744666,7085965,benign
228005,758122,171202,61884206,1006435115,52964969,1840224,111272,23212749,1845395,196918,1845395,390792,5345844,264194,47141823,263399,2630768,46479424,6898153,benign
222212,737700,167980,4475883,108516125,5345826,1847422,109212,22499886,1784915,187101,1784915,371091,5006786,245285,44089612,256175,2602453,44490741,6827544,benign
228357,758339,173507,1017531,8091510,642349,1685347,101480,20522633,1692810,178816,1692810,356905,4858469,236177,42960394,244867,2474183,37815328,5907342,benign
235313,912047,178054,251929,1058408,152902,1544554,88366,16076908,1566219,131096,1566219,246273,3979612,171490,36196354,185774,2202279,37101872,6187329,benign
242192,843716,178626,237589,889394,151067,1212661,81800,13806008,1273843,128649,1273843,234347,3076922,158439,30708146,180353,1839958,31008226,5031741,benign
220388,723865,165771,233603,766603,148713,1428544,85320,16769260,1351806,125026,1351806,259852,3502160,179057,34539289,186553,2020803,33116576,5441403,benign
223583,743156,168947,224693,750327,147610,1178785,81160,13574172,1197298,116653,1197298,250174,3357356,167684,30282249,179853,1832600,29376084,4824899,benign
236493,772231,168187,226645,735870,145998,1168506,80509,13450358,1200112,120337,1200112,222638,3022555,152181,30651818,180065,1850361,30972872,4795535,benign
226708,750505,171070,226857,751366,148845,1253859,81379,14442293,1269439,128429,1269439,233732,3129255,161419,32225735,179859,1863108,30690523,4926070,benign
230435,753650,172084,226915,740195,144194,1139475,79129,12813322,1168944,118298,1168944,232834,3052812,155970,29201288,173621,1776105,28154015,4642463,benign
220583,731622,167552,249982,860302,157833,1332765,84226,14138087,1255798,124571,1255798,254453,3401954,173129,35114627,190998,1957864,32577268,5062808,benign
222712,737325,168253,217513,717724,143115,1208631,81344,13820861,1146552,116188,1146552,234655,3192972,160034,29393890,176449,1790613,29339408,4762293,benign
224787,748432,170730,355349,1536345,260987,1571648,101372,17330724,1666974,151650,1666974,270118,4021830,188629,36697630,201806,2251268,37107320,5966976,benign
223305,736589,167422,265964,995473,189110,1246076,80920,13399299,1199169,121295,1199169,221948,3027017,152292,30360165,176050,1802757,28009395,4692923,benign
221424,734908,167123,224570,747491,148060,1216138,81167,13392708,1169676,118811,1169676,228198,3048706,155749,29636057,179814,1831140,29105975,4772111,benign
219085,723690,164166,246222,802377,150019,1207319,80337,13807954,1162950,117887,1180951,360886,4547223,238991,29104034,175107,1790018,29026924,4699285,benign
227275,795577,173137,224339,742030,143741,1212433,82386,16212954,1297655,129614,1279654,348378,4815101,237371,34213031,183898,2007366,33396434,4819060,benign
223008,735389,169431,225851,741536,147981,1195429,78145,12909038,1173573,118749,1173573,338900,4675460,233401,30552215,174808,1866483,29353680,4740671,benign
224984,745639,169980,227792,757454,148105,1232573,82725,14082287,1165140,118684,1165140,342272,4543782,232302,31987229,179143,1839287,28983224,4925118,benign
222587,733118,167329,225518,741150,145136,1183057,80115,13423627,1178052,117411,1178052,334902,4553204,228139,30329292,177032,1806834,28596869,5029879,benign
218675,726574,165915,227609,751812,148488,1167039,81271,12865923,1233655,125194,1233655,337823,4567658,230598,29858563,176666,1831659,30428222,4854624,benign
226163,775696,170085,223172,734765,145809,1159794,79817,13059016,1340390,126512,1340390,342556,4663995,232636,29206799,173614,1787609,28378034,4697715,benign
228046,811836,171484,261242,936064,185312,1652087,101045,17767190,2178285,194821,2178285,370971,5545728,259555,38305127,202777,2253771,35920161,5793303,benign
222117,738360,166818,232205,778714,150618,1255518,82209,13999198,1876803,178573,1876803,344291,4689895,233795,31229240,179618,1849944,31112145,5078935,benign
228791,768077,171223,228334,757873,149421,1241987,83200,13933435,1789298,178163,1789298,337402,4591502,230192,30910561,182186,1846598,29906447,4849337,benign
215478,715578,161904,220009,726330,146116,1333036,81308,14553575,1820620,178672,1820620,348798,4763909,238736,32353262,182390,1899340,31215447,4931937,benign
212615,709685,160697,223165,738145,145452,1245822,81711,13888604,1782940,178000,1782940,332273,4596920,231985,31074868,179821,1848281,29609713,4819442,benign
218716,732976,164816,226628,744606,145183,1179475,79214,13553389,1759356,173736,1759356,343042,4607242,229212,30346541,177091,1815609,28708749,4751027,benign
221256,729072,163765,227029,752279,148500,1886026,102971,18032975,1741178,175027,1741178,334532,4507168,230672,30176090,177314,1823716,28661719,4733256,benign
211530,709155,162087,232625,764623,152171,1281533,82392,15553855,1750517,172779,1769064,328753,4463138,222206,29183106,174696,1790953,29433527,4807111,benign
223162,731144,163542,232992,777279,150646,1180237,81004,13027374,1776656,175098,1758109,340015,4587382,231725,30089737,174952,1810075,29026174,4717737,benign
219747,731838,163292,222747,731409,146461,1192800,80323,13340779,1761303,174687,1761303,343455,4607160,234067,30067777,179265,1857051,28922224,4758419,benign
222670,736653,165601,252969,915826,183681,1617243,100089,17175373,2158333,196430,2158333,371082,5511583,259006,36587547,197345,2176151,38418359,5964610,benign
220665,727496,161558,231204,746208,143047,1212770,81050,13584959,1709874,169963,1709874,332804,4560674,226752,29171783,174722,1784051,28918887,4724882,benign
221501,734261,168672,228367,763487,150477,1172120,81243,13355488,1753475,175259,1753475,350492,4681992,238225,30143006,178285,1826907,29075359,4766601,benign
216243,714748,163092,225241,736139,142935,1230344,79616,14034430,1759338,174300,1759338,333070,4503268,227079,29684327,176282,1801365,30110584,4829700,benign
221502,735783,167560,226317,750418,148015,1476432,92040,16015447,1801287,177639,1820053,341151,4700278,233516,30555762,179033,1830133,29117599,4761669,benign
214916,715376,161920,328626,2552745,220991,1762849,116448,19055248,1765209,173642,1746443,334546,4590192,229442,30099177,176141,1823425,28522305,4693698,benign
218988,730505,166736,226464,751076,145826,1754721,120720,19405266,1744133,175189,1762654,335410,4607557,229208,28897459,174235,1777699,29182894,4782229,benign
226095,756821,168008,219654,725246,145396,1736868,117671,19104063,1734414,172107,1715893,334790,4574273,227849,29131754,174722,1784281,28630784,4689260,benign
220274,734455,167591,234651,773580,149430,1816228,123332,20633632,1845481,182122,1856548,350125,4798892,239974,30869001,180385,1865022,30468791,4834357,benign
215772,717136,162791,226058,740495,146294,1736761,117743,19325373,1744859,170630,1733792,331193,4535780,226645,29469348,174017,1791223,29124208,4873986,benign
267903,1184042,194913,253694,911244,183352,2118190,139290,21602974,2196178,199206,2196178,366281,5509487,256108,36207004,197660,2169413,36179403,5760741,benign
223758,737640,166763,229346,759629,150344,1773265,120009,19612807,1699073,169531,1705327,347320,4507695,235452,29931434,176964,1809316,28416875,4700687,benign
217111,729546,166548,229495,758852,147022,1698982,119240,18593038,1746791,174837,1740537,332850,4556153,226170,28969741,174146,1772155,30936544,4814655,benign
220160,729982,162210,225045,746343,148821,1739150,118513,19308003,1727725,169205,1727725,331789,4533058,227987,30092474,173362,1825963,27749867,4584489,benign
228742,760023,170702,223583,736467,146042,1802971,119323,19332723,1788195,179519,1788195,343408,4658054,232270,30242302,180366,1856799,29729461,4874213,benign
216459,717510,163504,225918,744020,144478,1790902,118471,19717948,1732326,173455,1732326,342184,4587399,236469,30798226,176386,1816457,28737292,4735991,benign
221334,736928,166643,226249,751087,148966,1777028,119987,19149374,1759048,176300,1759048,337465,4617233,229770,29457655,179278,1823234,28427672,4728772,benign
214614,711777,162140,222421,731999,144603,1745862,117797,19166411,1728802,170936,1728802,339288,4582769,230825,29950253,174981,1839987,28675807,4723185,benign
219667,735151,166270,227611,751856,147823,1752060,120607,19887221,1731914,173403,1731914,336544,4622095,230365,30010776,178830,1832198,30192539,4898773,benign
221340,739100,165879,229484,748722,143588,1722129,116810,19195043,1703008,169604,1703008,338299,4660204,232038,29099105,174548,1793219,28668321,4722031,benign
3206460,72739922,1298192,28102541,493530249,17913424,1102903844,6590479,861255480,1071102587,22005857,1070787910,44838939,999839392,28524913,3097405498,21343085,1193167164,3469100736,2725022558,benign
364933,28369787,584002,7562710,157687068,5301075,422623736,2304200,322520053,317270684,8182748,316674276,8307831,133637244,5165638,804214137,5095824,212985287,663931294,497490980,benign
779729,11123716,535714,3065567,14004280,849595,52751042,732706,69082918,31357487,1290535,31601625,5719230,47890156,3213894,266689094,1570018,42248049,201656082,61254091,benign
22858129,350021244,18081303,3096253,16909165,1390993,47981932,947843,189321313,38062587,1520431,37813822,6336702,60254836,3685651,286253364,1830248,51460325,336410440,94922458,benign
3669573,22069651,1650788,3035491,17057100,1691571,32377929,969657,241262181,33639907,1936352,33639907,4323444,64360207,2993587,311977807,1622260,33732354,511888751,86409463,benign
2220513,9763705,1559009,2717908,14558916,1768637,24970499,971004,246835946,23516910,1652914,23516910,3717880,73156627,2838715,466851150,1702143,24224088,522829648,84883281,benign
2810348,16249932,1877460,2318845,9997812,1312423,31220901,1000896,277481161,34826330,2233789,34826330,3590285,53798749,2419073,492479120,2065245,30356508,468777079,76445460,benign
2386527,11248590,1638023,2153054,9281832,1422310,21156517,951901,263453340,20195553,1543340,20274554,3276347,53437372,2275124,451471867,1537233,21755421,504760801,59498029,benign
2616527,14329142,2070560,2434450,12059811,1602746,25291248,1079404,309984964,24706821,1823057,24630795,3264632,62732504,2444288,512886978,1858305,25395710,516945053,82360637,benign
2170315,9502181,1562674,2243212,9637592,1259413,21922353,937267,242409674,21679869,1486961,21701990,3596222,52147375,2404669,425850857,1526396,21444732,426984442,57948606,benign
2368505,12015542,1823659,2384032,10290587,1473015,25165795,1069659,278804544,22078773,1606042,22062507,3835385,57041353,2568503,487762542,1722600,24314280,469546445,61698455,benign
2115619,9283711,1494897,2103926,8921181,1355146,20219601,965585,284707354,19402631,1481811,19515704,3172066,51307353,2184265,460130360,1489623,19547604,470728659,57029249,benign
2525795,12793655,1713715,2085480,9016364,1372846,19634950,993277,289518327,19466570,1494168,19344667,3303501,54726546,2223780,478812168,1548658,20254597,474446169,58052916,benign
2330806,10243295,1677357,2023657,8725388,1325740,19655079,957220,268727120,19428222,1470722,19436257,3074805,51808283,2147077,451538150,1504449,20137454,461335646,56105812,benign
2149678,9439766,1535853,2451128,12630406,1667307,29850265,1136561,288157213,25905965,1691056,26017444,3926835,64870174,2576694,499099969,1752653,27097264,472514594,70230005,benign
2055136,9850154,1516781,2204504,9424491,1212081,21487633,882118,240212463,19536285,1471574,19416771,3374521,47042220,2231323,434429577,1509315,20208870,429184215,55339136,benign
2282798,11519738,1618210,2080373,8871954,1276879,21663122,853547,236353730,21152614,1575454,21169955,3261146,48111687,2149996,461429708,1527288,21117269,480939723,57411168,benign
2233229,9714497,1538612,2078359,9007307,1339644,18784785,908382,271077438,19005180,1443481,18987839,2966145,49026535,2060711,461403213,1475351,19480208,455130891,54981177,benign
2157755,9417082,1463901,2187732,12481479,1820643,32167280,1218907,296535214,28948596,1768929,29003798,3406122,54538917,2123703,489115635,1643819,27772057,483895287,74073497,benign
1966850,8629711,1410356,1984493,8477800,1284835,18569790,925948,279044441,18709324,1484611,18654122,2922708,47992133,2012348,454641037,1470114,18899376,457282842,54180413,benign
2047774,9052205,1500547,2024012,8593479,1251688,18224514,913907,276578806,18458176,1463612,18471467,3104780,46295578,2057943,429958466,1506997,20884400,464109545,56693824,benign
2882004,17094797,1791835,2150136,9009872,1154965,21382391,756158,193337371,20304565,1403540,20298079,3340958,44775222,2150155,335342991,1365970,20780803,297274824,52100038,benign
1974470,8575251,1456583,1991353,8391451,1218650,20851410,842875,228533567,18765544,1459200,18764222,3189264,47686813,2113902,453479647,1527726,19995116,426668542,55071358,benign
2005807,8645046,1429965,2015022,8566755,1222442,19218418,891084,266479322,19069678,1495933,19099573,2992261,46801584,2013581,465991810,1512834,19608029,448236648,53442098,benign
2078919,8904251,1421813,1947454,8270717,1277457,17709342,910621,276600572,19079983,1488494,19063701,2902519,46492065,1977246,467643439,1516421,19084990,459156741,53416962,benign
2006171,8838559,1443390,1949478,8356102,1271061,18126533,903855,268157114,18045762,1424564,18072896,2952615,47002367,1999993,450214343,1483620,18938872,433843587,52094650,benign
1975620,8577833,1440880,2089478,8809378,1137398,20941297,815871,224807783,18192934,1398347,18146704,3239458,45988504,2142422,416374547,1480492,20128903,408497636,53994381,benign
